URL FOR CHECKING,Company,Descriptions,3 Yrs Growth,Industry,State,City,Year Founded,Website
https://www.inc.com/profile/hiver?listid=495,Hiver,"Customer service platform built for Google Workspace, helping teams deliver fast and empathetic customer services via email.Profile",233%,Software,CA,San Jose,,
https://www.inc.com/profile/ink--alloy?listid=495,INK + ALLOY,"Modern, effortlessly bohemian brand making unique handcrafted pieces designed to give women the courage to be creative and bold.Profile",233%,Consumer Products,GA,Decatur,,
https://www.inc.com/profile/review-wave?listid=495,Review Wave,Online review company offering software that helps health care companies grow their practices and patients have a one-of-a-kind experience.Profile,233%,Software,TX,McKinney,,
https://www.inc.com/profile/alleviate-tax?listid=495,Alleviate Tax,White-glove tax resolution firm offering diversified financial service and specializing in helping those behind on taxes or facing unaffordable debts.Profile,233%,Financial Services,CA,Irvine,,
https://www.inc.com/profile/ad-advance?listid=495,Ad Advance,"Digital advertising agency specializing in Amazon-sponsored, display and Google ads, combining hands-on management with proprietary software for data analysis.Profile",233%,Advertising & Marketing,MN,Duluth,,
https://www.inc.com/profile/peoplelift?listid=495,PeopleLift,Full-service talent and marketing agency delivering talent and campaigns efficiently and affordably to help organizations build high-quality talent pipelines.Profile,232%,Human Resources,GA,Peachtree City,,
https://www.inc.com/profile/fi-navigator-oration?listid=495,FI Navigator Corporation,"Data and analytics platform company serving vendors, advisors and financial institutions of the U.S. banking sector to optimize revenue generation.Profile",232%,Business Products & Services,GA,Atlanta,,
https://www.inc.com/profile/fi-sentinel?listid=495,F&I Sentinel,Finance and insurance company specializing in the financing of automotive and insurance products while offering compliant solutions.Profile,232%,Financial Services,FL,Tallahassee,,
https://www.inc.com/profile/hrs-consulting?listid=495,HRS Consulting,"Florida-based global management consulting company that helps government, commercial and non-profit clients achieve high reliability and resiliency.Profile",232%,Business Products & Services,FL,Weston,,
https://www.inc.com/profile/mit45?listid=495,MIT45,A manufacturer focused on bringing the benefits of kratom to a billion people worldwide.Profile,232%,Consumer Products,UT,Salt Lake Coty,,
https://www.inc.com/profile/vanessa-horn-international?listid=495,Vanessa Horn International,Outsourced sales agency selling high-ticket coaching programs to coaches in the finance and investment sectors.Profile,232%,Business Products & Services,NC,Burlington,,
https://www.inc.com/profile/z-family-law?listid=495,Z Family Law,"A primarily Rockville, Maryland-based law firm, offering litigation, mediation, negotiation, parenting coordination and family law appeal.Profile",232%,Legal,MD,Rockville,,
https://www.inc.com/profile/clarity-conseling-center?listid=495,Clarity Counseling Center,"Award-winning group counseling practice empowering clinicians in a culture-focused, highly autonomous, yet collaborative atmosphere.Profile",231%,Health Services,NC,Wilmington,,
https://www.inc.com/profile/ce-solutions?listid=495,CE Solutions,"High-level problem solvers using advanced quantitative techniques including data mining, optimization, statistical analysis and mathematical modeling.Profile",231%,Government Services,AL,Huntsville,,
https://www.inc.com/profile/hyrup?listid=495,hyrUP,A recruitment firm helping businesses find top talent using advanced AI and human verification.Profile,231%,Business Products & Services,MD,Chevy Chase,,
https://www.inc.com/profile/clutch-performance?listid=495,Clutch Performance,"Hybrid consultancy and agency focused on helping B2B businesses create opportunity, with a focus on agriculture, food and construction.Profile",231%,Business Products & Services,MN,Minneapolis,,
https://www.inc.com/profile/shieldco?listid=495,ShieldCo,Maryland-based designer and manufacturing firm transforming flat logos into three dimensional pieces of art out of laser-cut aluminum.Profile,231%,Manufacturing,MD,Frederick,,
https://www.inc.com/profile/supportninja?listid=495,SupportNinja,"Helping ambitious companies scale by connecting them with global talent, and helping them free up resources and extend capacity.Profile",231%,Business Products & Services,TX,Austin,,
https://www.inc.com/profile/tk-promotions?listid=495,TK Promotions,"Promotional merchandise company offering an array of branded product options to clients in the corporate, nonprofit and government sectors.Profile",231%,Advertising & Marketing,VA,Glen Allen,,
https://www.inc.com/profile/intellinum?listid=495,Intellinum,Mobility SaaS publisher and logistics professional services firm and a global organization serving a diverse customer base.Profile,231%,Software,TX,Dallas,,
https://www.inc.com/profile/richard-group?listid=495,Richard Group,"General contracting and construction management company specializing in buildings, adaptive reuse interiors and infrastructure for civil, commercial and energy projects.Profile",231%,Construction,IL,Chicago,,
https://www.inc.com/profile/prq-exteriors?listid=495,PRQ,"Provides residential and commercial roofing services to clients in Golden, CO and nearby areas. Works with insurance companies on commercial and residential storm restoration claims.Profile",231%,Construction,CO,Golden,,
https://www.inc.com/profile/fragment-media-group?listid=495,Fragment Media Group,"Digital media group that identifies underserved communities that most media ignores and provides them with in-depth, original coverage.Profile",231%,Media,TX,Austin,,
https://www.inc.com/profile/psychology-specialists-of-maine?listid=495,Psychology Specialists of Maine,"Private, outpatient behavioral-health center in Maine staffed by doctoral-level psychologists providing specialized services to individual adults, couples and groups.Profile",231%,Health Services,ME,Brunswick,,
https://www.inc.com/profile/authentic-brand?listid=495,Authentic Brand,"Fractional chief marketing officers helping growing businesses build strong, strategic, sales-aligned marketing teams and programs.Profile",231%,Advertising & Marketing,MN,Minneapolis,,
https://www.inc.com/profile/sumzero-energy-systems?listid=495,SumZero Energy Systems,HVAC contractor helping people make the switch from conventional combustible systems to more eco-friendly clean energy solutions.Profile,231%,Construction,MA,Holliston,,
https://www.inc.com/profile/chimera-integrations?listid=495,Chimera Integrations,"Security company customizing technology from video surveillance, access control, intrusion, communications and audio systems to protect, deliver data and secure.Profile",230%,Security,NY,E. Syracuse,,
https://www.inc.com/profile/tricolor-auto?listid=495,Tricolor,"Certified CDFI leveraging a direct-to-consumer, A.I.-powered platform to provide transportation and financial mobility solutions for underserved Hispanics in the U.S.Profile",230%,Financial Services,TX,Irving,,
https://www.inc.com/profile/applepie-capital?listid=495,ApplePie Capital,"An online lender that focuses exclusively on franchising, enabling franchisees to access capital more efficiently.Profile",230%,Financial Services,CA,San Francisco,,
https://www.inc.com/profile/visa-management-pro?listid=495,AW Labor Solutions,Specializes in finding visa programs that will benefit businesses while providing guidance on meeting requirements.Profile,230%,Business Products & Services,TX,Austin,,
https://www.inc.com/profile/life-dental-group?listid=495,Life Dental Group,"Dental offices across Mississippi and Alabama that specialize in providing quality, patient-centric care to all.Profile",230%,Health Services,MS,Oxford,,
https://www.inc.com/profile/silverlogic?listid=495,The SilverLogic,Custom software engineering company building platforms and innovative solutions that drive automation for companies across a variety of industries.Profile,230%,Software,FL,Boca Raton,,
https://www.inc.com/profile/aim-world-services-orporated?listid=495,AIM World Services orporated,U.S. small business consisting of two complimentary business units providing contingency operations and talent acquisition solutions around the world.Profile,230%,Government Services,TX,The Woodlands,,
